(0.244904,10.0804,1.39152)
(0.244904,10.0804,1.39152)
(0.244904,10.0804,1.39152)
(0.300564,10.3875,1.39152)
(0.300564,10.3875,1.39152)
(0.367356,10.6837,1.34898)
(0.367356,10.6837,1.34898)
(0.367356,10.6837,1.34898)
(0.434148,10.9908,1.35666)
(0.434148,10.9908,1.35666)
(0.50094,11.2979,1.35666)
(0.50094,11.2979,1.35666)
(0.567732,11.5941,1.34898)
(0.567732,11.5941,1.34898)
(0.567732,11.5941,1.34898)
(0.634524,11.8902,1.34898)
(0.634524,11.8902,1.34898)
(0.701316,12.1864,1.34898)
(0.701316,12.1864,1.34898)
(0.768108,12.4716,1.34074)
(0.768108,12.4716,1.34074)
(0.768108,12.4716,1.34074)
(0.768108,12.4716,1.34074)
(0.8349,12.7678,1.34898)
(0.8349,12.7678,1.34898)
(0.901692,13.0639,1.34898)
(0.901692,13.0639,1.34898)
(0.901692,13.0639,1.34898)
(0.968484,13.3601,1.34898)
(0.968484,13.3601,1.34898)
(1.02414,13.6782,1.39757)
(1.02414,13.6782,1.39757)
(1.02414,13.6782,1.39757)
(1.10207,13.9853,1.32232)
(1.10207,13.9853,1.32232)
(1.16886,14.3034,1.36383)
(1.16886,14.3034,1.36383)
(1.23565,14.6215,1.36383)
(1.23565,14.6215,1.36383)
(1.23565,14.6215,1.36383)
(1.31358,14.9286,1.32232)
(1.31358,14.9286,1.32232)
(1.31358,14.9286,1.32232)
(1.38037,15.2248,1.34898)
(1.38037,15.2248,1.34898)
(1.44716,15.5319,1.35666)
(1.44716,15.5319,1.35666)
(1.50282,15.8281,1.38503)
(1.50282,15.8281,1.38503)
(1.50282,15.8281,1.38503)
(1.58074,16.1243,1.31352)
(1.58074,16.1243,1.31352)
(1.65867,16.4314,1.32232)
(1.65867,16.4314,1.32232)
(1.65867,16.4314,1.32232)
(1.73659,16.7385,1.32233)
(1.73659,16.7385,1.32233)
(1.73659,16.7385,1.32233)
(1.81452,17.0457,1.32233)
(1.81452,17.0457,1.32233)
(1.88131,17.3638,1.36383)
(1.88131,17.3638,1.36383)
(1.88131,17.3638,1.36383)
(1.9481,17.6819,1.36383)
(1.9481,17.6819,1.36383)
(2.03716,18,1.29782)
(2.03716,18,1.29782)
(2.11508,18.3181,1.33056)
(2.11508,18.3181,1.33056)
(2.11508,18.3181,1.33056)
(2.18187,18.6362,1.36383)
(2.18187,18.6362,1.36383)
(2.18187,18.6362,1.36383)
(2.27093,18.9214,1.26813)
(2.27093,18.9214,1.26813)
(2.32659,19.1846,1.36244)
(2.32659,19.1846,1.36244)
(2.37112,19.4808,1.42157)
(2.37112,19.4808,1.42157)
(2.37112,19.4808,1.42157)
(2.43791,19.7879,1.35666)
(2.43791,19.7879,1.35666)
(2.43791,19.7879,1.35666)
(2.5047,20.0841,1.34898)
(2.5047,20.0841,1.34898)
(2.56036,20.3803,1.38503)
(2.56036,20.3803,1.38503)
(2.62715,20.6984,1.36383)
(2.62715,20.6984,1.36383)
(2.62715,20.6984,1.36383)
(2.69394,21.0165,1.36383)
(2.69394,21.0165,1.36383)
(2.69394,21.0165,1.36383)
(2.7496,21.3346,1.39758)
(2.7496,21.3346,1.39758)
(2.80526,21.6417,1.39152)
(2.80526,21.6417,1.39152)
(2.87206,21.9598,1.36383)
(2.87206,21.9598,1.36383)
(2.87206,21.9598,1.36383)
(2.92772,22.267,1.39152)
(2.92772,22.267,1.39152)
(2.99451,22.5851,1.36383)
(2.99451,22.5851,1.36383)
(3.07243,22.8922,1.32233)
(3.07243,22.8922,1.32233)
(3.07243,22.8922,1.32233)
(3.07243,22.8922,1.32233)
(3.13922,23.1993,1.35666)
(3.13922,23.1993,1.35666)
(3.20602,23.5174,1.36383)
(3.20602,23.5174,1.36383)
(3.20602,23.5174,1.36383)
(3.28394,23.8246,1.32233)
(3.28394,23.8246,1.32233)
(3.36186,24.1427,1.33056)
(3.36186,24.1427,1.33056)
(3.43979,24.4608,1.33056)
(3.43979,24.4608,1.33056)
(3.51771,24.7789,1.33056)
(3.51771,24.7789,1.33056)
(3.51771,24.7789,1.33056)
(3.59564,25.086,1.32233)
(3.59564,25.086,1.32233)
(3.59564,25.086,1.32233)
(3.67356,25.3932,1.32233)
(3.67356,25.3932,1.32233)
(3.67356,25.3932,1.32233)
(3.75148,25.7113,1.33056)
(3.75148,25.7113,1.33056)
(3.75148,25.7113,1.33056)
(3.82941,26.0294,1.33057)
(3.82941,26.0294,1.33057)
(3.91846,26.3365,1.28858)
(3.91846,26.3365,1.28858)
(3.99639,26.6327,1.31352)
(3.99639,26.6327,1.31352)
(4.05205,26.9398,1.39152)
(4.05205,26.9398,1.39152)
(4.05205,26.9398,1.39152)
(4.12997,27.247,1.32233)
(4.12997,27.247,1.32233)
(4.12997,27.247,1.32233)
(4.2079,27.5541,1.32233)
(4.2079,27.5541,1.32233)
(4.2079,27.5541,1.32233)
(4.27469,27.8393,1.34075)
(4.27469,27.8393,1.34075)
(4.35261,28.1355,1.31352)
(4.35261,28.1355,1.31352)
(4.35261,28.1355,1.31352)
(4.4194,28.4316,1.34899)
(4.50846,28.7278,1.2787)
(4.50846,28.7278,1.2787)
(4.50846,28.7278,1.2787)
(4.58638,29.013,1.30408)
(4.58638,29.013,1.30408)
(4.68657,29.3092,1.2446)
(4.68657,29.3092,1.2446)
(4.68657,29.3092,1.2446)
(4.78676,29.5834,1.22052)
(4.78676,29.5834,1.22052)
(4.78676,29.5834,1.22052)
(4.90921,29.8357,1.11893)
(4.90921,29.8357,1.11893)
(5.03166,30.099,1.13543)
(5.03166,30.099,1.13543)
(5.17638,30.3293,1.00988)
(5.17638,30.3293,1.00988)
(5.17638,30.3293,1.00988)
(5.35449,30.5487,0.888861)
(5.35449,30.5487,0.888861)
(5.5326,30.7242,0.778036)
(5.5326,30.7242,0.778036)
(5.5326,30.7242,0.778036)
(5.73298,30.8888,0.687506)
(5.73298,30.8888,0.687506)
(5.73298,30.8888,0.687506)
(5.94449,31.0204,0.556689)
(5.94449,31.0204,0.556689)
(6.16713,31.1301,0.457784)
(6.16713,31.1301,0.457784)
(6.16713,31.1301,0.457784)
(6.38977,31.2288,0.417371)
(6.38977,31.2288,0.417371)
(6.62354,31.2836,0.230447)
(6.62354,31.2836,0.230447)
(6.86844,31.3275,0.17728)
(6.86844,31.3275,0.17728)
(6.86844,31.3275,0.17728)
(7.10222,31.3385,0.0468886)
(7.10222,31.3385,0.0468886)
(7.10222,31.3385,0.0468886)
(7.35825,31.3495,0.0428166)
(7.35825,31.3495,0.0428166)
(7.60316,31.3166,-0.13357)
(7.60316,31.3166,-0.13357)
(7.84806,31.2727,-0.17728)
(7.84806,31.2727,-0.17728)
(7.84806,31.2727,-0.17728)
(8.09296,31.2178,-0.220316)
(8.09296,31.2178,-0.220316)
(8.32674,31.152,-0.274434)
(8.32674,31.152,-0.274434)
(8.32674,31.152,-0.274434)
(8.57164,31.0862,-0.262538)
(8.57164,31.0862,-0.262538)
(8.81654,31.0094,-0.303824)
(8.81654,31.0094,-0.303824)
(8.81654,31.0094,-0.303824)
(9.06145,30.9217,-0.344069)
(9.06145,30.9217,-0.344069)
(9.29522,30.8339,-0.359107)
(9.29522,30.8339,-0.359107)
(9.29522,30.8339,-0.359107)
(9.52899,30.7462,-0.359107)
(9.52899,30.7462,-0.359107)
(9.76276,30.6584,-0.359107)
(9.76276,30.6584,-0.359107)
(9.76276,30.6584,-0.359107)
(10.0077,30.5816,-0.303824)
(10.0077,30.5816,-0.303824)
(10.0077,30.5816,-0.303824)
(10.2414,30.5048,-0.317359)
(10.2414,30.5048,-0.317359)
(10.4752,30.4171,-0.359107)
(10.4752,30.4171,-0.359107)
(10.709,30.3403,-0.317359)
